time,open,high,low,close,volume,buy_volume,sell_volume
2022-05-15 13:46:18+00:00,30160.0,30175.92,30159.99,30175.91,1.96273,0.57113,1.3916000000000004
2022-05-15 13:46:21+00:00,30175.91,30175.91,30175.91,30175.91,0.19953,0.19953,0.0
2022-05-15 13:46:24+00:00,30175.91,30185.16,30175.91,30176.44,4.796140000000002,1.1040499999999998,3.6920900000000016
2022-05-15 13:46:27+00:00,30176.44,30184.47,30176.44,30184.46,0.4996000000000001,0.3798900000000001,0.11971
2022-05-15 13:46:30+00:00,30184.47,30184.47,30184.46,30184.46,0.07486,0.06537,0.00949
2022-05-15 13:46:33+00:00,30184.47,30184.47,30181.14,30184.45,0.1776099999999999,0.1705799999999999,0.00703
2022-05-15 13:46:36+00:00,30184.45,30184.46,30170.8,30170.8,3.61492,3.60987,0.00505
2022-05-15 13:46:39+00:00,30170.8,30176.98,30170.8,30176.98,0.28629,0.06063,0.2256599999999999
2022-05-15 13:46:42+00:00,30176.98,30179.99,30176.97,30177.19,1.3948600000000002,1.3362,0.05866
2022-05-15 13:46:45+00:00,30176.97,30176.97,30165.7,30165.71,0.18631,0.1297,0.05661
2022-05-15 13:46:48+00:00,30165.71,30169.31,30165.7,30169.31,0.29719,0.00766,0.28953
2022-05-15 13:46:51+00:00,30169.31,30170.01,30169.31,30170.0,0.34158,0.3187799999999999,0.0227999999999999
2022-05-15 13:46:54+00:00,30170.0,30170.0,30160.94,30160.94,0.26593,0.17702,0.08891
2022-05-15 13:46:57+00:00,30160.94,30160.94,30160.93,30160.94,0.0673,0.0253599999999999,0.04194
2022-05-15 13:47:00+00:00,30160.94,30164.68,30159.2,30159.21,3.55989,0.59129,2.9686
2022-05-15 13:47:03+00:00,30159.2,30159.2,30150.92,30151.33,0.2983,0.25963,0.0386699999999999
2022-05-15 13:47:06+00:00,30151.34,30151.34,30150.94,30150.94,0.08163,0.0036799999999999,0.07795
2022-05-15 13:47:09+00:00,30150.95,30150.95,30150.94,30150.95,0.07863,0.01806,0.0605699999999999
2022-05-15 13:47:12+00:00,30150.95,30159.19,30150.95,30159.18,0.08822,0.0423699999999999,0.0458499999999999
2022-05-15 13:47:15+00:00,30159.18,30166.26,30159.18,30166.26,0.08765,0.02961,0.05804
2022-05-15 13:47:18+00:00,30166.25,30166.26,30166.25,30166.26,0.09188,0.00988,0.082
2022-05-15 13:47:21+00:00,30166.25,30172.27,30166.25,30172.27,0.66811,0.10496,0.56315
2022-05-15 13:47:24+00:00,30175.99,30179.7,30175.99,30179.7,0.1750499999999999,0.09151,0.08354
2022-05-15 13:47:27+00:00,30179.71,30179.71,30171.91,30171.91,0.3173299999999999,0.2864699999999999,0.03086
2022-05-15 13:47:30+00:00,30171.91,30171.92,30171.91,30171.91,0.0725499999999999,0.07055,0.002
2022-05-15 13:47:33+00:00,30171.92,30178.97,30171.92,30178.97,0.4415700000000001,0.0027099999999999,0.4388600000000001
2022-05-15 13:47:36+00:00,30178.96,30178.97,30171.99,30171.99,0.15378,0.0397199999999999,0.11406
2022-05-15 13:47:39+00:00,30171.99,30176.32,30171.98,30172.5,0.6184200000000001,0.5771399999999999,0.04128
2022-05-15 13:47:42+00:00,30172.49,30172.5,30172.49,30172.49,0.22833,0.07517,0.15316
2022-05-15 13:47:45+00:00,30172.5,30174.54,30172.49,30174.54,0.20007,0.00991,0.19016
2022-05-15 13:47:48+00:00,30174.55,30176.25,30172.68,30172.69,0.06351,0.02926,0.03425
2022-05-15 13:47:51+00:00,30172.68,30172.68,30170.53,30170.53,1.18705,0.90517,0.28188
2022-05-15 13:47:54+00:00,30170.53,30170.58,30170.53,30170.58,0.70032,0.07459,0.62573
2022-05-15 13:47:57+00:00,30170.8,30180.0,30170.79,30180.0,10.931119999999996,0.10089,10.830229999999997
2022-05-15 13:48:00+00:00,30187.2,30189.99,30187.19,30189.99,0.19932,0.1556799999999999,0.04364
2022-05-15 13:48:03+00:00,30189.99,30196.2,30189.99,30196.2,3.191550000000001,0.52415,2.667400000000001
2022-05-15 13:48:06+00:00,30196.19,30196.19,30190.23,30190.24,0.17204,0.1619,0.01014
2022-05-15 13:48:09+00:00,30190.24,30190.25,30181.99,30182.0,0.44847,0.37208,0.0763899999999999
2022-05-15 13:48:12+00:00,30181.99,30182.0,30171.61,30171.61,0.86843,0.77276,0.09567
2022-05-15 13:48:15+00:00,30171.46,30171.46,30171.45,30171.46,0.19863,0.13551,0.06312
2022-05-15 13:48:18+00:00,30171.46,30171.46,30162.51,30162.51,4.98288,4.899380000000001,0.0834999999999999
2022-05-15 13:48:21+00:00,30162.5,30162.51,30151.21,30151.22,0.90477,0.7571899999999998,0.14758
2022-05-15 13:48:24+00:00,30151.21,30151.21,30140.0,30140.05,1.0807099999999998,0.77477,0.30594
2022-05-15 13:48:27+00:00,30142.02,30142.03,30142.02,30142.03,0.09386,0.05427,0.03959
2022-05-15 13:48:30+00:00,30142.03,30149.92,30142.03,30145.34,1.32767,0.8961600000000001,0.43151
2022-05-15 13:48:33+00:00,30145.33,30153.69,30145.33,30153.69,0.3172899999999999,0.02572,0.29157
2022-05-15 13:48:36+00:00,30156.44,30156.45,30147.3,30147.31,2.69037,0.87385,1.81652
2022-05-15 13:48:39+00:00,30147.2,30147.2,30143.3,30143.31,0.1217599999999999,0.0423299999999999,0.07943
2022-05-15 13:48:42+00:00,30143.31,30143.31,30141.04,30141.04,0.04356,0.0379199999999999,0.00564
2022-05-15 13:48:45+00:00,30140.95,30140.96,30125.96,30125.96,3.80446,3.79329,0.01117
2022-05-15 13:48:48+00:00,30125.96,30125.97,30114.31,30114.32,2.84914,2.65107,0.19807
2022-05-15 13:48:51+00:00,30114.32,30119.09,30100.0,30118.1,27.10039,25.14418,1.95621
2022-05-15 13:48:54+00:00,30118.11,30123.75,30118.1,30123.75,0.5936799999999999,0.30826,0.28542
2022-05-15 13:48:57+00:00,30123.76,30124.31,30117.9,30124.31,2.15877,1.6406000000000005,0.51817
2022-05-15 13:49:00+00:00,30124.3,30126.68,30119.63,30122.66,2.80894,2.68961,0.11933
2022-05-15 13:49:03+00:00,30122.65,30122.65,30116.5,30116.5,0.31578,0.2918899999999999,0.0238899999999999
2022-05-15 13:49:06+00:00,30116.5,30116.51,30108.07,30108.07,5.16783,5.1027,0.06513
2022-05-15 13:49:09+00:00,30108.07,30118.94,30106.75,30118.92,10.40994,0.53511,9.87483
2022-05-15 13:49:12+00:00,30118.93,30118.95,30118.92,30118.95,1.01552,0.07563,0.93989
2022-05-15 13:49:15+00:00,30119.99,30120.0,30116.52,30116.52,1.1468,0.4225099999999999,0.72429
2022-05-15 13:49:18+00:00,30116.52,30119.44,30116.52,30119.44,1.16295,0.55196,0.61099
2022-05-15 13:49:21+00:00,30119.43,30121.72,30119.43,30121.71,0.7315200000000002,0.69996,0.03156
2022-05-15 13:49:24+00:00,30121.72,30122.25,30121.72,30122.24,0.2009699999999999,0.17108,0.02989
2022-05-15 13:49:27+00:00,30122.25,30128.94,30122.24,30128.93,0.3178200000000001,0.06565,0.2521699999999999
2022-05-15 13:49:30+00:00,30128.93,30128.94,30128.93,30128.93,0.3710199999999999,0.30398,0.0670399999999999
2022-05-15 13:49:33+00:00,30128.94,30128.94,30128.93,30128.94,0.08584,0.0767,0.00914
2022-05-15 13:49:36+00:00,30128.93,30128.94,30128.93,30128.94,0.1846,0.03528,0.1493199999999999
2022-05-15 13:49:39+00:00,30128.94,30128.94,30128.93,30128.94,0.1137999999999999,0.00712,0.10668
2022-05-15 13:49:42+00:00,30128.93,30128.94,30124.57,30124.57,1.2780500000000006,1.24724,0.03081
2022-05-15 13:49:45+00:00,30124.58,30124.58,30124.57,30124.57,0.03192,0.02937,0.00255
2022-05-15 13:49:48+00:00,30124.58,30124.58,30124.57,30124.57,0.28353,0.17992,0.10361
2022-05-15 13:49:51+00:00,30124.57,30124.58,30124.57,30124.57,0.36273,0.35685,0.00588
2022-05-15 13:49:54+00:00,30124.57,30137.57,30124.56,30136.3,5.685509999999995,1.1668799999999997,4.51863
2022-05-15 13:49:57+00:00,30136.45,30151.5,30136.45,30151.5,1.3793899999999992,0.08036,1.29903
2022-05-15 13:50:00+00:00,30151.49,30151.95,30151.49,30151.95,0.64727,0.1229799999999999,0.52429
2022-05-15 13:50:03+00:00,30151.96,30155.53,30151.96,30155.53,0.3414999999999999,0.16849,0.17301
2022-05-15 13:50:06+00:00,30155.53,30169.42,30155.53,30169.42,0.93467,0.51871,0.41596
2022-05-15 13:50:09+00:00,30169.43,30172.44,30168.93,30168.93,1.17234,1.01603,0.15631
2022-05-15 13:50:12+00:00,30168.91,30168.91,30163.2,30163.2,0.9462000000000002,0.92994,0.01626
2022-05-15 13:50:15+00:00,30162.57,30168.12,30160.94,30168.12,0.6542200000000001,0.11567,0.5385500000000001
2022-05-15 13:50:18+00:00,30168.12,30171.03,30168.12,30171.02,0.33545,0.32881,0.00664
2022-05-15 13:50:21+00:00,30171.02,30171.02,30164.95,30164.95,0.9075499999999996,0.9022899999999998,0.00526
2022-05-15 13:50:24+00:00,30164.93,30164.93,30161.98,30161.99,0.0127199999999999,0.01064,0.00208
2022-05-15 13:50:27+00:00,30161.99,30161.99,30161.98,30161.98,0.8374199999999998,0.13297,0.7044499999999998
2022-05-15 13:50:30+00:00,30161.99,30168.15,30161.99,30168.14,0.5904,0.33059,0.25981
2022-05-15 13:50:33+00:00,30168.15,30172.02,30168.14,30172.01,2.2482400000000005,1.0273,1.2209399999999997
2022-05-15 13:50:36+00:00,30172.02,30175.0,30172.02,30174.99,1.11861,0.04499,1.07362
2022-05-15 13:50:39+00:00,30174.99,30175.0,30161.99,30164.32,5.92909,5.22259,0.7065
2022-05-15 13:50:42+00:00,30166.43,30171.02,30166.43,30166.44,1.19413,0.8222600000000001,0.37187
2022-05-15 13:50:45+00:00,30166.44,30166.44,30155.53,30155.53,1.6063300000000005,1.5342400000000005,0.0720899999999999
2022-05-15 13:50:48+00:00,30155.51,30155.52,30155.51,30155.52,0.1711,0.1699,0.0012
2022-05-15 13:50:51+00:00,30155.51,30155.52,30155.51,30155.51,0.03817,0.01784,0.02033
2022-05-15 13:50:54+00:00,30155.51,30155.51,30143.43,30143.43,1.04969,1.0030100000000002,0.04668
2022-05-15 13:50:57+00:00,30140.36,30140.36,30136.04,30136.04,0.56781,0.4703500000000001,0.09746
2022-05-15 13:51:00+00:00,30136.05,30136.05,30130.63,30130.63,0.25915,0.2353599999999999,0.02379
2022-05-15 13:51:03+00:00,30130.02,30130.02,30120.13,30124.56,2.26294,0.21636,2.04658
2022-05-15 13:51:06+00:00,30124.57,30129.1,30124.57,30129.1,0.2766699999999999,0.01225,0.26442
2022-05-15 13:51:09+00:00,30129.09,30132.41,30129.09,30132.41,0.89431,0.23419,0.6601200000000002
2022-05-15 13:51:12+00:00,30132.41,30139.11,30132.41,30139.1,1.18445,0.01172,1.1727300000000005
2022-05-15 13:51:15+00:00,30139.1,30139.1,30128.64,30128.64,0.8325099999999998,0.7672599999999998,0.06525
2022-05-15 13:51:18+00:00,30128.64,30137.1,30128.64,30137.09,0.96062,0.02354,0.93708
2022-05-15 13:51:21+00:00,30137.09,30137.09,30128.7,30128.7,0.32464,0.31864,0.006
2022-05-15 13:51:24+00:00,30128.7,30132.41,30128.7,30132.41,0.56234,0.19396,0.36838
2022-05-15 13:51:27+00:00,30132.41,30135.42,30132.41,30135.41,0.01869,0.00526,0.01343
2022-05-15 13:51:30+00:00,30135.41,30135.42,30135.41,30135.41,0.13286,0.00874,0.12412
2022-05-15 13:51:33+00:00,30135.41,30135.42,30129.86,30129.86,0.18538,0.1835699999999999,0.00181
2022-05-15 13:51:36+00:00,30129.86,30129.87,30129.86,30129.86,0.7022299999999999,0.6358599999999999,0.06637
2022-05-15 13:51:39+00:00,30129.86,30131.87,30129.86,30131.87,0.16107,0.05655,0.10452
2022-05-15 13:51:42+00:00,30131.87,30131.87,30131.87,30131.87,0.03725,0.03725,0.0
2022-05-15 13:51:45+00:00,30131.88,30131.88,30131.87,30131.87,0.24863,0.23602,0.01261
2022-05-15 13:51:48+00:00,30131.87,30131.87,30124.0,30124.01,0.18042,0.16654,0.01388
