time,open,high,low,close,volume,buy_volume,sell_volume
2022-05-12 00:00:00+00:00,29103.94,29147.73,29103.16,29130.48,25.96680999999999,5.29361,20.67320000000001
2022-05-12 00:00:03+00:00,29129.42,29198.75,29122.03,29142.94,24.36517,6.638079999999999,17.72709
2022-05-12 00:00:06+00:00,29144.38,29162.97,29133.19,29155.25,9.001599999999998,4.1822300000000014,4.819370000000002
2022-05-12 00:00:09+00:00,29155.25,29178.62,29147.31,29174.24,11.731729999999995,9.840319999999998,1.89141
2022-05-12 00:00:12+00:00,29172.47,29196.84,29142.35,29142.35,8.28838,3.99042,4.29796
2022-05-12 00:00:15+00:00,29146.11,29181.62,29138.78,29180.18,3.8057500000000006,1.7549400000000002,2.05081
2022-05-12 00:00:18+00:00,29180.18,29200.0,29175.83,29200.0,12.744509999999996,3.23787,9.506640000000004
2022-05-12 00:00:21+00:00,29199.99,29220.0,29188.02,29188.03,25.747799999999973,20.405539999999977,5.34226
2022-05-12 00:00:24+00:00,29188.02,29196.4,29159.59,29172.06,8.137059999999996,5.16667,2.970389999999999
2022-05-12 00:00:27+00:00,29172.06,29196.39,29148.42,29190.77,6.842679999999999,3.723490000000001,3.11919
2022-05-12 00:00:30+00:00,29190.77,29202.69,29165.74,29169.46,12.42019999999999,6.219160000000001,6.201039999999996
2022-05-12 00:00:33+00:00,29169.46,29206.3,29169.46,29203.28,9.30414,2.90698,6.397159999999999
2022-05-12 00:00:36+00:00,29203.27,29203.27,29190.39,29192.5,2.56202,1.34731,1.21471
2022-05-12 00:00:39+00:00,29197.01,29197.01,29171.37,29174.23,1.7094699999999994,1.2389499999999998,0.47052
2022-05-12 00:00:42+00:00,29174.14,29183.03,29157.86,29181.15,3.7748299999999984,2.1958499999999987,1.57898
2022-05-12 00:00:45+00:00,29171.35,29179.16,29163.46,29179.15,3.1021200000000007,2.48451,0.61761
2022-05-12 00:00:48+00:00,29179.15,29193.51,29164.92,29169.75,2.820410000000001,1.96785,0.8525600000000002
2022-05-12 00:00:51+00:00,29164.92,29171.76,29158.44,29171.76,3.1967600000000003,1.47146,1.7252999999999996
2022-05-12 00:00:54+00:00,29174.13,29181.73,29171.76,29172.64,0.8593400000000002,0.40563,0.4537099999999999
